"Company","Specific_Bean_Origin_or_Bar_Name","REF","Review_Date","Cocoa_Percentage","Company_Location","Rating","Broad_Bean_Origin","is_bitter"
"Cacao Hunters","Tumaco",1430,2014,70,"Colombia",3.5,"Colombia",FALSE
"Cacao Hunters","Boyaca, Aprocampa Coop, Pauna",1434,2014,69,"Colombia",2.75,"Colombia",FALSE
"Cacao Hunters","Arauca",1434,2014,70,"Colombia",3.25,"Colombia",FALSE
"Cacao Market","Jutiapa, lot 050916D",1860,2016,70,"U.S.A.",3.5,"Honduras",FALSE
"Cacao Prieto","Criollo, Dominican Republic",991,2012,72,"U.S.A.",3.75,"Dominican Republic",TRUE
"Cacao Prieto","Dominican Republicm, rustic",641,2011,72,"U.S.A.",3,"Dominican Republic",TRUE
"Cacao Prieto","Dominican Republic",641,2011,66,"U.S.A.",3.75,"Dominican Republic",FALSE
"Cacao Prieto","Dominican Republic, rustic",647,2011,65,"U.S.A.",3.25,"Dominican Republic",FALSE
"Cacao Sampaka","Mahali, Kasai",1908,2016,70,"Spain",3.5,"Congo",FALSE
"Cacao Sampaka","Madagascar",508,2010,71,"Spain",3.5,"Madagascar",TRUE
"Cacao Sampaka","Ecuador",523,2010,71,"Spain",3.75,"Ecuador",TRUE
"Cacao Sampaka","Papua",523,2010,71,"Spain",4,"Papua New Guinea",TRUE
"Cacao Sampaka","Grenada",537,2010,71,"Spain",3.25,"Grenada",TRUE
"Cacao Sampaka","Venezuela",537,2010,71,"Spain",3.5,"Venezuela",TRUE
"Cacao Sampaka","Venezuela",537,2010,77,"Spain",3.5,"Venezuela",TRUE
"Cacao Sampaka","Porcelana, Tabasco, La Joya",336,2009,70,"Spain",4,"Mexico",FALSE
"Cacao Sampaka","Xoconusco, Chiapas",346,2009,70,"Spain",4,"Mexico",FALSE
"Cacao Store","Madagascar",1684,2015,70,"Japan",3,"Madagascar",FALSE
"Cacao Store","Peru",1684,2015,70,"Japan",3.25,"Peru",FALSE
"Cacao Store","Vietnam",1684,2015,70,"Japan",3.5,"Vietnam",FALSE
"Cacaosuyo (Theobroma Inversiones)","Piura",1173,2013,70,"Peru",3.25,"Peru",FALSE
"Cacaoyere (Ecuatoriana)","Amazonia",237,2008,63,"Ecuador",3.5,"Ecuador",FALSE
"Cacaoyere (Ecuatoriana)","Esmeraldas",237,2008,71,"Ecuador",3.5,"Ecuador",TRUE
"Cacaoyere (Ecuatoriana)","Bolivar",245,2008,82,"Ecuador",2.5,"Ecuador",TRUE
"Cacaoyere (Ecuatoriana)","Pichincha",259,2008,91,"Ecuador",1.5,"Ecuador",TRUE
"Callebaut","Grenade",296,2008,60,"Belgium",2.75,"Grenada",FALSE
"Callebaut","Baking",141,2007,70,"Belgium",1,"Ecuador",FALSE
"C-Amaro","Cuba",1442,2014,75,"Italy",2.5,"Cuba",TRUE
"C-Amaro","Dominican Republic",1442,2014,72,"Italy",3,"Dominican Republic",TRUE
"C-Amaro","Lago di Como, Blu",1442,2014,70,"Italy",3.5," ",FALSE
"C-Amaro","Ecuador",1185,2013,100,"Italy",3.5,"Ecuador",TRUE
"C-Amaro","Venezuela",809,2012,80,"Italy",3,"Venezuela",TRUE
"C-Amaro","Sao Tome",749,2011,78,"Italy",2.25,"Sao Tome",TRUE
"C-Amaro","Trinidad",765,2011,70,"Italy",2.5,"Trinidad",FALSE
"Cao","Porcelana",1804,2016,75,"U.S.A.",2.5,"Venezuela",TRUE
"Cao","Tanzania",1804,2016,73,"U.S.A.",2.75,"Tanzania",TRUE
"Cao","Porcelana, Batch 5163",1804,2016,70,"U.S.A.",3,"Venezuela",FALSE
"Cao","Bolivia",1808,2016,75,"U.S.A.",3,"Bolivia",TRUE
"Cao","Brazil",1808,2016,70,"U.S.A.",3.25,"Brazil",FALSE
"Caoni (Tulicorp)","Esmeraldas",237,2008,77,"Ecuador",2,"Ecuador",TRUE
"Caoni (Tulicorp)","Manabi",237,2008,77,"Ecuador",2.5,"Ecuador",TRUE
"Caoni (Tulicorp)","Los Rios",245,2008,77,"Ecuador",2.75,"Ecuador",TRUE
"Caoni (Tulicorp)","Manabi",266,2008,55,"Ecuador",3,"Ecuador",FALSE
"Caoni (Tulicorp)","Los Rios",269,2008,55,"Ecuador",3.25,"Ecuador",FALSE
"Caoni (Tulicorp)","Esmeraldas",269,2008,55,"Ecuador",3.5,"Ecuador",FALSE
"Captain Pembleton","Saidor Estate, Madang P.",1263,2014,70,"New Zealand",3.5,"Papua New Guinea",FALSE
"Captain Pembleton","Kulili Estate",1263,2014,70,"New Zealand",3.75,"Papua New Guinea",FALSE
"Caribeans","Antigua, Special Reserve",1582,2015,72,"Costa Rica",3.5,"Guatemala",TRUE
"Caribeans","Talamanca, Raul-Kekoldo community",1586,2015,72,"Costa Rica",3.25,"Costa Rica",TRUE
"Caribeans","Anselmo Paraiso Estate",1586,2015,72,"Costa Rica",3.5,"Costa Rica",TRUE
"Caribeans","Costa Rica",841,2012,72,"Costa Rica",3,"Costa Rica",TRUE
"Caribeans","Costa Rica",845,2012,80,"Costa Rica",2.75,"Costa Rica",TRUE
"Carlotta Chocolat","Arauca",1884,2016,65,"Colombia",3,"Colombia",FALSE
"Carlotta Chocolat","Tumaco",1888,2016,65,"Colombia",3.25,"Colombia",FALSE
"Carlotta Chocolat","Cordoba",1888,2016,65,"Colombia",3.25,"Colombia",FALSE
"Carlotta Chocolat","Huila",1888,2016,65,"Colombia",3.5,"Colombia",FALSE
"Carlotta Chocolat","Cesar",1888,2016,65,"Colombia",3.5,"Colombia",FALSE
"Castronovo","Maya Mtn, Batch 454, Heirloom",1724,2016,72,"U.S.A.",4,"Belize",TRUE
"Castronovo","the lost city, gracias a dias, batch 362",1570,2015,72,"U.S.A.",3.5,"Honduras",TRUE
"Castronovo","Duarte, Batch 360",1570,2015,70,"U.S.A.",3.75,"Domincan Republic",FALSE
"Castronovo","Piaroa, Amazonas, Batch 350",1574,2015,72,"U.S.A.",3.5,"Venezuela",TRUE
"Castronovo","Sierra Nevada",1347,2014,72,"U.S.A.",3.5,"Colombia",TRUE
"Castronovo","Arauca",1371,2014,76,"U.S.A.",3.5,"Colombia",TRUE
"Castronovo","Elvesia P.",1407,2014,70,"U.S.A.",2.75,"Dominican Republic",FALSE
"Castronovo","Bolivia",1101,2013,70,"U.S.A.",3,"Bolivia",FALSE
"Castronovo","Conacado",1101,2013,73,"U.S.A.",3.5,"Dominican Republic",TRUE
"Castronovo","San Martin",1105,2013,70,"U.S.A.",2.5,"Peru",FALSE
"Castronovo","Guaniamo, Amazonas",1105,2013,70,"U.S.A.",3.25,"Venezuela",FALSE
"Castronovo","Nicaragua",1109,2013,72,"U.S.A.",3.25,"Nicaragua",TRUE
"Castronovo","Tumbes",1153,2013,70,"U.S.A.",2.75,"Peru",FALSE
"Castronovo","Guaniamo",1153,2013,72,"U.S.A.",3,"Venezuela",TRUE
"Cello","Ecuador",1247,2014,70,"U.S.A.",2.5,"Ecuador",FALSE
"Cello","Peru",1247,2014,70,"U.S.A.",2.75,"Peru",FALSE
"Cello","Venezuela",1251,2014,70,"U.S.A.",2.75,"Venezuela",FALSE
"Cello","Bolivia",1251,2014,70,"U.S.A.",3,"Bolivia",FALSE
"Cemoi","Equateur",404,2009,72,"France",2.75,"Ecuador",TRUE
"Chaleur B","Uganda",1426,2014,70,"Canada",2.75,"Uganda",FALSE
"Charm School","Maya Mtn",1900,2016,70,"U.S.A.",3.25,"Belize",FALSE
"Chchukululu (Tulicorp)","Arriba",486,2010,55,"Ecuador",2.75,"Ecuador",FALSE
"Chchukululu (Tulicorp)","Los Rios",252,2008,75,"Ecuador",3,"Ecuador",TRUE
"Chequessett","la Amistad",1235,2014,70,"U.S.A.",3.5,"Costa Rica",FALSE
"Chloe Chocolat","Blend No. 1",672,2011,70,"France",3.5," ",FALSE
"Chocablog","Ecuador",1454,2015,70,"U.K.",3.25,"Ecuador",FALSE
"Choco Del Sol","Maya Mountain w/ nibs",1407,2014,75,"Germany",3,"Belize",TRUE
"Choco Del Sol","Maya Mountain",1407,2014,82,"Germany",3.25,"Belize",TRUE
"Choco Dong","Mekong Delta, early 2014 Harvest",1696,2015,70,"South Korea",2.75,"Vietnam",FALSE
"Choco Dong","Tawau, Oct. 2015 Harvest",1696,2015,70,"South Korea",3.5,"Malaysia",FALSE
"Chocolarder","Peru",1482,2015,65,"U.K.",2.5,"Peru",FALSE
"Chocolarder","Peru + nibs",1482,2015,65,"U.K.",2.75,"Peru",FALSE
"Chocolarder","Dominican Republic",1514,2015,80,"U.K.",2.5,"Dominican Republic",TRUE
"Chocola'te","Madagascar",647,2011,70,"U.S.A.",3.75,"Madagascar",FALSE
"Chocola'te","Venezuela",647,2011,68,"U.S.A.",3.75,"Venezuela",FALSE
"Chocolate Alchemist-Philly","Tumbes, ""Zarumilla""",1772,2016,90,"U.S.A.",2.5,"Peru",TRUE
"Chocolate Alchemist-Philly","Philly Blend, 5 plantations",1772,2016,80,"U.S.A.",2.5," ",TRUE
"Chocolate Con Amor","Wild Bolivian",1760,2016,70,"U.S.A.",2.5,"Bolivia",FALSE
"Chocolate Con Amor","Uganda",1760,2016,70,"U.S.A.",2.75,"Uganda",FALSE
"Chocolate Con Amor","Dominican Republic",1764,2016,60,"U.S.A.",3,"Dominican Republic",FALSE
"Chocolate Con Amor","Dominican Republic",1764,2016,75,"U.S.A.",3,"Dominican Republic",TRUE
"Chocolate Con Amor","Ocumare",1764,2016,80,"U.S.A.",3,"Venezuela",TRUE
"Chocolate Con Amor","Ecuador",1764,2016,70,"U.S.A.",3.25,"Ecuador",FALSE
"Chocolate Con Amor","Nicaragua",1768,2016,80,"U.S.A.",2.75,"Nicaragua",TRUE
"Chocolate Conspiracy","Peru",1259,2014,74,"U.S.A.",2.75,"Peru",TRUE
"Chocolate Makers","Tres Hombres",1530,2015,75,"Amsterdam",3.25,"Dominican Republic",TRUE
"Chocolate Makers","Congo, Gorilla bar",1530,2015,68,"Amsterdam",3.5,"Congo",FALSE
"Chocolate Makers","Peru, Awagum bar",1530,2015,80,"Amsterdam",3.75,"Peru",TRUE
"Chocolate Tree, The","Maranon",1582,2015,69,"Scotland",3.75,"Peru",FALSE
"Chocolate Tree, The","Carenero Superior",1582,2015,80,"Scotland",3.75,"Venezuela",TRUE
"Chocolate Tree, The","Peru",1121,2013,70,"Scotland",3.75,"Peru",FALSE
"Chocolate Tree, The","Ecuador",919,2012,82,"Scotland",2.5,"Ecuador",TRUE
"Chocolate Tree, The","Peru",919,2012,68,"Scotland",2.75,"Peru",FALSE
"Chocolate Tree, The","Madagascar",919,2012,72,"Scotland",3.25,"Madagascar",TRUE
"Chocolats Privilege","Xoconusco",1219,2014,70,"Canada",2.5,"Mexico",FALSE
"ChocoReko","Patanemo",1454,2015,77,"Japan",3,"Venezuela",TRUE
"Chocosol","Chiapas, Lacandon Jungle, Oaxacom Mtn",682,2011,65,"Canada",3.25,"Mexico",FALSE
"Chocovic","Xoconusco",478,2010,71,"Spain",3.25,"Mexico",TRUE
"Chocovic","Sambirano",478,2010,71,"Spain",3.5,"Madagascar",TRUE
"Chocovic","Kendari",439,2009,60,"Spain",3.25," ",FALSE
"Chocovic","Tarakan",439,2009,75,"Spain",3.25," ",TRUE
"Chocovic","Ocumare",209,2008,71,"Spain",3.5,"Venezuela",TRUE
"Chocovic","Bolivar, Guaranda",117,2007,71,"Spain",2.5,"Ecuador",TRUE
"Chocovic","Guyave",117,2007,71,"Spain",2.5,"Grenada",TRUE
"Chocovic","Maragda",117,2007,70,"Spain",3," ",FALSE
"Chocovivo","Tabasco",1522,2015,65,"U.S.A.",2.5,"Mexico",FALSE
"Chocovivo","Tabasco",1522,2015,75,"U.S.A.",2.5,"Mexico",TRUE
"Choklat","Ocumare",377,2009,80,"Canada",2.5,"Venezuela",TRUE
"Choklat","Porcelana, Tabasco",377,2009,70,"Canada",2.75,"Mexico",FALSE
"Choklat","Brazilian",377,2009,70,"Canada",3,"Brazil",FALSE
"Choklat","Brazilian",377,2009,80,"Canada",3,"Brazil",TRUE
"Choklat","Ocumare",377,2009,70,"Canada",3,"Venezuela",FALSE
"Chokolat Elot (Girard)","Guadeloupe",1149,2013,42,"Martinique",2.75,"Martinique",FALSE
"Choocsol","Chiapas, Lacandon Jungle, Oaxacom Mtn",1832,2016,75,"Canada",3.25,"Mexico",TRUE
"Christopher Morel (Felchlin)","Maranon Canyon, Fortunato No. 4",666,2011,68,"Canada",3.75,"Peru",FALSE
"Chuao Chocolatier","Choroni",445,2009,61,"U.S.A.",3,"Venezuela",FALSE
"Chuao Chocolatier (Pralus)","Chuao",486,2010,77,"U.S.A.",2.75,"Venezuela",TRUE
"Claudio Corallo","Terreiro Velho P.",470,2010,73.5,"Sao Tome",3.75,"Sao Tome & Principe",TRUE
"Claudio Corallo","Terreiro Velho P. w/ sugar crystals",209,2008,80,"Sao Tome",3,"Sao Tome & Principe",TRUE
"Claudio Corallo","Terreiro Velho P.",227,2008,75,"Sao Tome",4,"Sao Tome & Principe",TRUE
"Claudio Corallo","Principe",252,2008,100,"Sao Tome",1,"Sao Tome & Principe",TRUE
"Cloudforest","Camino Verde P., Balao, Guayas, 2014",1486,2015,73,"U.S.A.",3.5,"Ecuador",TRUE
"Coleman & Davis","Sambirano",1646,2015,75,"U.S.A.",3,"Madagascar",TRUE
"Compania de Chocolate (Salgado)","Sur del Lago",579,2010,70,"Argentina",3.25,"Venezuela",FALSE
"Compania de Chocolate (Salgado)","Carenero Superior",292,2008,80,"Argentina",2.75,"Venezuela",TRUE
"Compania de Chocolate (Salgado)","Moxos",292,2008,72,"Argentina",3.25,"Bolivia",TRUE
"Compania de Chocolate (Salgado)","Ocumare",292,2008,70,"Argentina",3.75,"Venezuela",FALSE
"Compania de Chocolate (Salgado)","Esmeraldas",296,2008,88,"Argentina",2.75,"Ecuador",TRUE
"Condor","Camino Verde",1630,2015,76,"U.S.A.",3.5,"Ecuador",TRUE
"Confluence","Tien Giang, 2015, batch 10-2-16",1916,2016,78,"U.S.A.",2.75,"Vietnam",TRUE
"Coppeneur","Ecuador, Puristique",1169,2013,65,"Germany",3.25,"Ecuador",FALSE
"Coppeneur","Ghana Puristique",813,2012,85,"Germany",3.5,"Ghana",TRUE
"Coppeneur","Ecuador Puristique",817,2012,100,"Germany",1.5,"Ecuador",TRUE
"Coppeneur","Uba Budo",821,2012,72,"Germany",3.75,"Sao Tome & Principe",TRUE
"Coppeneur","Madagascar",959,2012,70,"Germany",3.5,"Madagascar",FALSE
"Coppeneur","Grenada",470,2010,72,"Germany",3.25,"Grenada",TRUE
"Coppeneur","Chuao",478,2010,70,"Germany",3,"Venezuela",FALSE
"Coppeneur","Los Rios, H. Iara",558,2010,72,"Germany",2.5,"Ecuador",TRUE
"Coppeneur","Trinidad",558,2010,72,"Germany",3,"Trinidad",TRUE
"Coppeneur","Jamaica",558,2010,72,"Germany",3.25,"Jamaica",TRUE
"Coppeneur","Ocumare 61",558,2010,72,"Germany",3.25,"Venezuela",TRUE
"Coppeneur","Porcelana, Apotequil",341,2009,72,"Germany",3,"Peru",TRUE
"Coppeneur","Porcelana, Apotequil",445,2009,62,"Germany",3.25,"Peru",FALSE
"Coppeneur","Chuao 100hr",451,2009,70,"Germany",3.5,"Venezuela",FALSE
"Coppeneur","Chuao 70hr",451,2009,70,"Germany",3.75,"Venezuela",FALSE
"Coppeneur","Porcelana, Tabasco, Mexico",220,2008,72,"Germany",3,"Mexico",TRUE
"Coppeneur","Porcelana, Venezuela",220,2008,72,"Germany",3,"Venezuela",TRUE
"Coppeneur","Sambirano, Menava P.",196,2007,72,"Germany",3,"Madagascar",TRUE
"Cote d' Or (Kraft)","Sensations Intense",48,2006,70,"Belgium",1," ",FALSE
"Cravve","New Ireland",1283,2014,70,"Australia",2.5,"Papua New Guinea",FALSE
"Cravve","Vanuatu, batch 2410",1335,2014,83,"Australia",2.75,"Vanuatu",TRUE
"Cravve","Tanzania, batch a1",971,2012,75,"Australia",3.25,"Tanzania",TRUE
"Cravve","Bahia, batch a1213",975,2012,65,"Australia",3.25,"Brazil",FALSE
"Cravve","Namau Village, N. Taileva P., batch a2812",975,2012,67,"Australia",3.25,"Fiji",FALSE
"Cravve","Vanuatu",975,2012,64,"Australia",3.25,"Vanuatu",FALSE
"Cravve","Djual Island",975,2012,75,"Australia",3.5,"Papua New Guinea",TRUE
"Creo","""heirloom"", Arriba Nacional",1736,2016,85,"U.S.A.",3.25,"Ecuador",TRUE
"Creo","""heirloom"", Arriba Nacional",1736,2016,73,"U.S.A.",3.75,"Ecuador",TRUE
"Daintree","Goodman Estate",1654,2015,70,"Australia",2.75,"Australia",FALSE
"Daintree","Daintree Estates, N. Queensland",785,2011,70,"Australia",3.25,"Australia",FALSE
"Dalloway","Dominican Republic, batch 7",1928,2017,72,"U.S.A.",2.75,"Dominican Republic",TRUE
"Damson","Robson Estate",1610,2015,70,"U.K.",3,"Trinidad",FALSE
"Damson","Los Rios",1610,2015,70,"U.K.",3.5,"Ecuador",FALSE
"Damson","Crayfish Bay aka Non Pariel Estate",1666,2015,70,"U.K.",2.25,"Grenada",FALSE
"Damson","O'Payo",1666,2015,70,"U.K.",2.75,"Nicaragua",FALSE
"Dandelion","Zorzal Reserva, 2015 H., Kerchner",1816,2016,70,"U.S.A.",3.75," ",FALSE
"Dandelion","Maya Mtn., Break Bar- Snark",1446,2015,70,"U.S.A.",3,"Belize",FALSE
"Dandelion","Maya Mountain",1219,2014,70,"U.S.A.",3.5,"Belize",FALSE
"Dandelion","Camino Verde P., Balao, Guayas, 2013",1295,2014,70,"U.S.A.",3.5,"Ecuador",FALSE
"Dandelion","Buto",1303,2014,70,"U.S.A.",2.75,"Liberia",FALSE
"Dandelion","San Francisco de Macoris, Cibao region",1387,2014,70,"U.S.A.",3.75,"Dominican Republic",FALSE
"Dandelion","Cumboto, farmer Jose Lugo",1026,2013,70,"U.S.A.",2.75,"Venezuela",FALSE
"Dandelion","Patanemo",1026,2013,70,"U.S.A.",3.25,"Venezuela",FALSE
"Dandelion","Mantuano, 2012",1085,2013,70,"U.S.A.",3.5,"Venezuela",FALSE
"Dandelion","Papua New Guinea",1153,2013,70,"U.S.A.",3.5,"Papua New Guinea",FALSE
"Dandelion","Upala",805,2012,70,"U.S.A.",3,"Costa Rica",FALSE
"Dandelion","Colombian",805,2012,70,"U.S.A.",3.25,"Colombia",FALSE
"Dandelion","Elvesia, 2011",915,2012,70,"U.S.A.",3.75,"Dominican Republic",FALSE
"Dandelion","Dominican Republic",654,2011,70,"U.S.A.",3.25,"Dominican Republic",FALSE
"Dandelion","Madagascar",654,2011,70,"U.S.A.",3.25,"Madagascar",FALSE
"Dandelion","Tanzania",654,2011,70,"U.S.A.",3.25,"Tanzania",FALSE
"Danta","Los Ujuxtes",1223,2014,82,"Guatemala",3.25,"Guatemala",TRUE
"Danta","Chuao",987,2012,75,"Guatemala",3,"Venezuela",TRUE
"Danta","Los Ujuxtes",987,2012,70,"Guatemala",3.75,"Guatemala",FALSE
"Danta","Sambirano",987,2012,70,"Guatemala",3.75,"Madagascar",FALSE
"Danta","Las Acacias E.",987,2012,70,"Guatemala",4,"Guatemala",FALSE
"Danta","Oscuro, Finca Chimelb",991,2012,70,"Guatemala",3.25,"Guatemala",FALSE
"Danta","Los Ujuxtes",661,2011,60,"Guatemala",3.5,"Guatemala",FALSE
"Danta","Las Acacias E.",423,2009,75,"Guatemala",3,"Guatemala",TRUE
"Danta","Las Acacias E.",423,2009,60,"Guatemala",3.25,"Guatemala",FALSE
"DAR","Venezuela, batch 122",1920,2016,72,"U.S.A.",2.75,"Venezuela",TRUE
"DAR","Vietnam",1920,2016,72,"U.S.A.",3,"Vietnam",TRUE
"DAR","DUO, batch 002",1920,2016,70,"U.S.A.",3.25,"Ecuador, Costa Rica",FALSE
"Dark Forest","Bolivia",1708,2016,75,"U.S.A.",3.25,"Bolivia",TRUE
"Dark Forest","Madagascar",1550,2015,70,"U.S.A.",3,"Madagascar",FALSE
"Dark Forest","Ocumare",1550,2015,70,"U.S.A.",3.25,"Venezuela",FALSE
"Dark Forest","Tanzania",1554,2015,70,"U.S.A.",3,"Tanzania",FALSE
"Dark Forest","Ecuador",1554,2015,70,"U.S.A.",3.25,"Ecuador",FALSE
"Davis","Ghana",1093,2013,70,"U.S.A.",2.5,"Ghana",FALSE
"Davis","Rainforest",1093,2013,70,"U.S.A.",2.75,"Dominican Republic",FALSE
"Davis","Venezuela",1093,2013,70,"U.S.A.",2.75,"Venezuela",FALSE
"Davis","West Africa",907,2012,58,"U.S.A.",3.25,"West Africa",FALSE
"De Mendes","Nativo, Varzea",1462,2015,72,"Brazil",3.5,"Brazil",TRUE
"De Mendes","Selvagem, Jari",1462,2015,65,"Brazil",3.5,"Brazil",FALSE
"De Villiers","Bundibugyo District",1832,2016,70,"South Africa",2.5,"Uganda",FALSE
"De Villiers","Sambirano Valley, batch 2477",1832,2016,70,"South Africa",3,"Madagascar",FALSE
"Dean and Deluca (Belcolade)","Madagascar",170,2007,66,"U.S.A.",2.5,"Madagascar",FALSE
"Dean and Deluca (Belcolade)","Costa Rica",175,2007,64,"U.S.A.",3,"Costa Rica",FALSE
"Dean and Deluca (Belcolade)","Ecuador",175,2007,71,"U.S.A.",3,"Ecuador",TRUE
"Dean and Deluca (Belcolade)","Ghana",175,2007,60,"U.S.A.",3,"Ghana",FALSE
"Dean and Deluca (Belcolade)","Papua New Guinea",180,2007,64,"U.S.A.",3,"Papua New Guinea",FALSE
"Dean and Deluca (Belcolade)","Peru",180,2007,64,"U.S.A.",3,"Peru",FALSE
"Debauve & Gallais (Michel Cluizel)","Papua New Guinea",423,2009,64,"France",3,"Papua New Guinea",FALSE
"Debauve & Gallais (Michel Cluizel)","Venezuela",263,2008,66,"France",3.75,"Venezuela",FALSE
"Desbarres","Kilombero, batch 41",1916,2016,72,"Canada",2.5,"Tanzania",TRUE
"DeVries","Bolivian",241,2008,80,"U.S.A.",2.75,"Bolivia",TRUE
"DeVries","Costa Rica",166,2007,77,"U.S.A.",3.5,"Costa Rica",TRUE
"DeVries","Dominican Republic",166,2007,77,"U.S.A.",3.5,"Dominican Republic",TRUE
"Dick Taylor","Lanquin Estate",1952,2017,70,"U.S.A.",3.75,"Guatemala",FALSE
"Dick Taylor","Tien Giang",1864,2016,78,"U.S.A.",3.5,"Vietnam",TRUE
"Dick Taylor","Alto Beni, Wild Harvest, Limited Ed.",1634,2015,70,"U.S.A.",3.75,"Bolivia",FALSE
"Dick Taylor","Elvesia",1235,2014,74,"U.S.A.",3.5,"Dominican Republic",TRUE
"Dick Taylor","Ecuador, Choc. Garage Exclusive",1034,2013,70,"U.S.A.",3.25,"Ecuador",FALSE
"Dick Taylor","Camino Verde",1193,2013,76,"U.S.A.",3.5,"Ecuador",TRUE
"Dick Taylor","Bolivia",895,2012,75,"U.S.A.",2.75,"Bolivia",TRUE
"Dick Taylor","Belize",955,2012,72,"U.S.A.",2.75,"Belize",TRUE
"Dick Taylor","Sambirano",661,2011,80,"U.S.A.",2.75,"Madagascar",TRUE
"Dick Taylor","Sambirano",661,2011,72,"U.S.A.",3,"Madagascar",TRUE
"Dick Taylor","Mantuano",682,2011,75,"U.S.A.",2.75,"Venezuela",TRUE
"Dick Taylor","La Red",769,2011,74,"U.S.A.",3,"Dominican Republic",TRUE
"Dick Taylor","Ecuador",769,2011,70,"U.S.A.",3.25,"Ecuador",FALSE
"Doble & Bignall","Puerto Cabello",1688,2015,85,"U.K.",3,"Venezuela",TRUE
"Doble & Bignall","Panama, Raven",1371,2014,72,"U.K.",3.25,"Panama",TRUE
"Doble & Bignall","Puerto Cabello, Mantuano",1371,2014,72,"U.K.",3.25,"Venezuela",TRUE
"Doble & Bignall","Johe",1407,2014,72,"U.K.",3.5,"Nicaragua",TRUE
"Dole (Guittard)","O'ahu, N. Shore, Waialua Estate",311,2009,70,"U.S.A.",3.75,"Hawaii",FALSE
"Dolfin (Belcolade)","Africa",304,2008,88,"Belgium",3,"West Africa",TRUE
"Dolfin (Belcolade)","Noir",63,2006,70,"Belgium",1.5," ",FALSE
"Domori","Hacienda Victoria",1672,2015,70,"Italy",3.75,"Ecuador",FALSE
"Domori","Ocumare 77",1672,2015,70,"Italy",3.75,"Venezuela",FALSE
"Domori","IL100, H. San Jose",1109,2013,100,"Italy",3,"Venezuela",TRUE
"Domori","Morogoro",863,2012,70,"Italy",3.5,"Tanzania",FALSE
"Domori","Guasare",863,2012,70,"Italy",3.75,"Venezuela",FALSE
"Domori","Canoabo, Hacienda San Jose",693,2011,70,"Italy",3.5,"Venezuela",FALSE
"Domori","Chuao, Hacienda San Jose",470,2010,70,"Italy",3,"Venezuela",FALSE
"Domori","Carupano, H. San Jose",227,2008,70,"Italy",3,"Venezuela",FALSE
"Domori","Teyuna",272,2008,70,"Italy",3,"Colombia",FALSE
"Domori","Blend No. 1",272,2008,78,"Italy",3.5," ",TRUE
"Domori","Ilblend",272,2008,70,"Italy",3.75," ",FALSE
"Domori","Porcelana",111,2007,70,"Italy",4,"Venezuela",FALSE
"Domori","Ocumare 61, Puertomar",129,2007,75,"Italy",3.25,"Venezuela",TRUE
"Domori","Granella",135,2007,60,"Italy",3.25,"Venezuela",FALSE
"Domori","Madagascar",135,2007,70,"Italy",3.5,"Madagascar",FALSE
"Domori","Madagared",192,2007,70,"Italy",3.5,"Madagascar",FALSE
"Domori","Java, Javablond",192,2007,70,"Italy",3.75,"Indonesia",FALSE
"Domori","Ecuador",192,2007,70,"Italy",4,"Ecuador",FALSE
"Domori","Ocumare 67, Puertofino",192,2007,70,"Italy",4,"Venezuela",FALSE
"Domori","Sur del Lago Classificado",87,2006,70,"Italy",3,"Venezuela",FALSE
"Domori","Apurimac",87,2006,70,"Italy",3.25,"Peru",FALSE
"Domori","Carenero Superior",87,2006,70,"Italy",3.5,"Venezuela",FALSE
"Dormouse","Non Pariel Estate",1880,2016,75,"U.K.",2.75,"Grenada",TRUE
"Dormouse","Rio Caribe, Batch 7",1672,2015,70,"U.K.",2.5,"Venezuela",FALSE
"Dormouse","Colombia, Batch 9",1676,2015,80,"U.K.",2.75,"Colombia",TRUE
"Dormouse","Madagascar, Batch 8",1676,2015,77,"U.K.",2.75,"Madagascar",TRUE
"Duffy's","Rio Dulce, Xoco",1662,2015,70,"U.K.",4,"Guatemala",FALSE
"Duffy's","Chuno, Xoco",1331,2014,70,"U.K.",3.5,"Nicaragua",FALSE
"Duffy's","Rico Rugoso, Xoco",1331,2014,76,"U.K.",3.75,"Nicaragua",TRUE
"Duffy's","Ocumare",923,2012,72,"U.K.",3.75,"Venezuela",TRUE
"Duffy's","Indio Rojo, Xoco",623,2011,72,"U.K.",3.75,"Honduras",TRUE
"Duffy's","Dominican Republic",661,2011,65,"U.K.",3.5,"Dominican Republic",FALSE
"Duffy's","Bocas del Toro, Tierra Oscura",697,2011,72,"U.K.",3,"Panama",TRUE
"Duffy's","Nicaliso, Xoco",697,2011,71,"U.K.",3.25,"Nicaragua",TRUE
"Duffy's","Ocumare",765,2011,71,"U.K.",3.5,"Venezuela",TRUE
"Duffy's","Panama",516,2010,70,"U.K.",3.5,"Panama",FALSE
"Duffy's","Corazon del Ecuador, Calceta beans",516,2010,72,"U.K.",3.75,"Ecuador",TRUE
"Duffy's","Star of Ecuador",523,2010,70,"U.K.",2.5,"Ecuador",FALSE
"Duffy's","Star of Peru",523,2010,70,"U.K.",3.75,"Peru",FALSE
"Dulcinea","Dominican Republic",1506,2015,70,"U.S.A.",3.25,"Dominican Republic",FALSE
"Durand","Madagascar",841,2012,82,"France",2.75,"Madagascar",TRUE
"Durci","Maranon, Joya Rara",1626,2015,70,"U.S.A.",3.5,"Peru",FALSE
